"","var","cat","value","value2","class"
"1","Sex",0,38283.9608629269,-4.48701862142811,"Female"
"2","Sex",1,42414.5000368359,5.81808310546981,"Male"
"3","Ethnicity",1,43287.7854468319,7.99680472212182,"White"
"4","Ethnicity",2,30045.7049422424,-25.0402833988513,"Black"
"5","Ethnicity",3,36012.4447316757,-10.1541249775892,"Am. Indian, Aleut, Eskimo"
"6","Ethnicity",4,41908.8321048117,4.55651427386162,"Asian, Pac. Islander"
"7","Ethnicity",5,37166.2991767506,-7.27542393302886,"Hispanic"
"8","Ethnicity",7,40512.7952032338,1.07360279922035,"Other"
"10","Mother_Edu",1,41892.6525955786,4.51614872313849,"0-5 Grades"
"11","Mother_Edu",2,38052.3027028121,-5.06497244424337,"6-8 Grades"
"12","Mother_Edu",3,36816.3011957223,-8.1486186049225,"9-11 Grades"
"13","Mother_Edu",4,42178.2271610498,5.22861623013721,"High school"
"14","Mother_Edu",5,40353.195486454,0.675424438538343,"12 Grades + non academic training"
"15","Mother_Edu",6,43225.4604647935,7.84131284733473,"Some College"
"16","Mother_Edu",7,47720.4622716005,19.0556964741334,"College degree"
"17","Mother_Edu",8,45990.6282419186,14.7400091277641,"Advanced College degree"
"19","Father_Edu",1,34595.2429820804,-13.6898397068834,"0-5 Grades"
"20","Father_Edu",2,37046.3839320048,-7.57459523819809,"6-8 Grades"
"21","Father_Edu",3,39361.6911906351,-1.79823631151824,"9-11 Grades"
"22","Father_Edu",4,42246.0725680528,5.39788077198818,"High school"
"23","Father_Edu",5,41092.8466804747,2.52074788806551,"12 Grades + non academic training"
"24","Father_Edu",6,45308.2699085967,13.0376231333412,"Some College"
"25","Father_Edu",7,45960.6233489113,14.6651512310766,"College degree"
"26","Father_Edu",8,46350.0692331927,15.6367627533669,"Advanced College degree"
"27","Mother_Occ",1,39743.3404418575,-0.846076268421797,"Low"
"28","Mother_Occ",2,37066.6347046382,-7.5240724702858,"Middle"
"29","Mother_Occ",3,42737.9470707555,6.62503697939948,"High"
"30","Father_Occ",1,38533.6154874974,-3.86416620568532,"Low"
"31","Father_Occ",2,37670.4612979663,-6.01761188301997,"Middle"
"32","Father_Occ",3,45210.7688409379,12.7943719793388,"High"
