"","var","cat","value","value2","class"
"1","Sex",0,31722.6370448051,-3.04520236350977,"Female"
"2","Sex",1,34655.0374527834,5.91717638650199,"Male"
"3","Ethnicity",1,35373.1278309296,8.11189642820412,"White"
"4","Ethnicity",2,25856.4708157564,-20.9741330143923,"Black"
"5","Ethnicity",3,28178.1254046958,-13.8783940777293,"Am. Indian, Aleut, Eskimo"
"6","Ethnicity",4,34747.8255711054,6.20076735096936,"Asian, Pac. Islander"
"7","Ethnicity",5,29507.8917096237,-9.81419150793644,"Hispanic"
"8","Ethnicity",7,33406.7612572857,2.10203435534036,"Other"
"10","Mother_Edu",1,29363.6420017824,-10.255065991767,"0-5 Grades"
"11","Mother_Edu",2,31348.5086937151,-4.18866148132417,"6-8 Grades"
"12","Mother_Edu",3,32148.3351939713,-1.7441290054423,"9-11 Grades"
"13","Mother_Edu",4,34680.1542535772,5.99394157896701,"High school"
"14","Mother_Edu",5,34725.9294665579,6.1338456640229,"12 Grades + non academic training"
"15","Mother_Edu",6,35021.0273202813,7.03576162549544,"Some College"
"16","Mother_Edu",7,36758.8104655486,12.3469976664186,"College degree"
"17","Mother_Edu",8,35447.2394025222,8.33840573183295,"Advanced College degree"
"19","Father_Edu",1,31235.6082417443,-4.53372234301854,"0-5 Grades"
"20","Father_Edu",2,31529.2552473197,-3.63624064999561,"6-8 Grades"
"21","Father_Edu",3,32283.5065797312,-1.33100085553194,"9-11 Grades"
"22","Father_Edu",4,34926.0921814866,6.74560866130672,"High school"
"23","Father_Edu",5,34950.9486654456,6.82157824002731,"12 Grades + non academic training"
"24","Father_Edu",6,35035.5935161481,7.08028070411441,"Some College"
"25","Father_Edu",7,34481.4255335329,5.38656134102396,"College degree"
"26","Father_Edu",8,37408.6549838426,14.3331359460766,"Advanced College degree"
"27","Mother_Occ",1,32409.2012959932,-0.946836520078207,"Low"
"28","Mother_Occ",2,32945.6075158959,0.692597062576553,"Middle"
"29","Mother_Occ",3,35511.3198871313,8.53425673907873,"High"
"30","Father_Occ",1,30642.7757562496,-6.34561312568901,"Low"
"31","Father_Occ",2,32762.2770912998,0.132279072863867,"Middle"
"32","Father_Occ",3,38708.5153799284,18.3059362362977,"High"
