name,c,iso,Circumstances,y,exante
Mali,MLI,MLI,Ethnicity,2019,2.67078360504873
Mali,MLI,MLI,Father_Edu,2019,21.8062591318884
Mali,MLI,MLI,Father_Occ,2019,46.6823773167798
Mali,MLI,MLI,Mother_Edu,2019,6.62054201507588
Mali,MLI,MLI,Mother_Occ,2019,19.2057970731127
Mali,MLI,MLI,Sex,2019,3.01424085809457
