name,c,iso,Circumstances,y,exante
Gambia,GAM,GMB,Birth_Area,2015,35.1924993107564
Gambia,GAM,GMB,Ethnicity,2015,25.6312597994152
Gambia,GAM,GMB,Father_Edu,2015,4.14613275589065
Gambia,GAM,GMB,Father_Occ,2015,10.0560071441125
Gambia,GAM,GMB,Mother_Edu,2015,1.32136900645424
Gambia,GAM,GMB,Mother_Occ,2015,18.8947840375103
Gambia,GAM,GMB,Sex,2015,4.75794794586077
