name,c,iso,Circumstances,y,exante
South Africa,ZAF,ZAF,Ethnicity,2012,25.1653882268229
South Africa,ZAF,ZAF,Father_Edu,2012,22.8376890588717
South Africa,ZAF,ZAF,Father_Occ,2012,15.0724546963335
South Africa,ZAF,ZAF,Mother_Edu,2012,22.0368407920846
South Africa,ZAF,ZAF,Mother_Occ,2012,9.20829939700961
South Africa,ZAF,ZAF,Sex,2012,5.67932782887787
