name,c,iso,Circumstances,y,exante
Kyrgyzstan,KGZ,KGZ,Birth_Area,2016,12.046988033375
Kyrgyzstan,KGZ,KGZ,Ethnicity,2016,13.7794199090008
Kyrgyzstan,KGZ,KGZ,Father_Edu,2016,16.4325155813877
Kyrgyzstan,KGZ,KGZ,Father_Occ,2016,13.5319296410542
Kyrgyzstan,KGZ,KGZ,Mother_Edu,2016,27.3913846460606
Kyrgyzstan,KGZ,KGZ,Mother_Occ,2016,13.1656440444934
Kyrgyzstan,KGZ,KGZ,Sex,2016,3.65211814462833
