name,c,iso,Circumstances,y,exante
Hungary,HU,HUN,Birth_Area,2011,0.0
Hungary,HU,HUN,Father_Edu,2011,22.3321864062562
Hungary,HU,HUN,Father_Occ,2011,27.0510254695648
Hungary,HU,HUN,Mother_Edu,2011,21.0213977775594
Hungary,HU,HUN,Mother_Occ,2011,28.0850920544257
Hungary,HU,HUN,Sex,2011,1.91301243477908
