name,c,iso,Circumstances,y,expost
Austria,AT,AUT,Birth_Area,2019,28.5688468778127
Austria,AT,AUT,Father_Edu,2019,12.4061410114666
Austria,AT,AUT,Father_Occ,2019,14.7865770536958
Austria,AT,AUT,Mother_Edu,2019,17.8493036812773
Austria,AT,AUT,Mother_Occ,2019,17.0305549788546
Austria,AT,AUT,Sex,2019,9.35857639689293
