name,c,iso,Circumstances,y,expost
South Korea,KOR,KOR,Birth_Area,2009,19.9712133418882
South Korea,KOR,KOR,Ethnicity,2009,13.5916023994466
South Korea,KOR,KOR,Father_Edu,2009,18.9729648670817
South Korea,KOR,KOR,Father_Occ,2009,18.250095281877
South Korea,KOR,KOR,Mother_Edu,2009,20.7973500106936
South Korea,KOR,KOR,Sex,2009,8.41677409901279
