name,c,iso,Circumstances,y,expost
Cyprus,CY,CYP,Birth_Area,2005,9.94760094256129
Cyprus,CY,CYP,Father_Edu,2005,21.2418199722253
Cyprus,CY,CYP,Father_Occ,2005,20.0704039084832
Cyprus,CY,CYP,Mother_Edu,2005,20.8550316492916
Cyprus,CY,CYP,Mother_Occ,2005,21.7943747192734
Cyprus,CY,CYP,Sex,2005,6.09076880816527
