name,c,iso,Circumstances,y,expost
South Korea,KOR,KOR,Birth_Area,2015,14.4110009815913
South Korea,KOR,KOR,Ethnicity,2015,17.9394165783572
South Korea,KOR,KOR,Father_Edu,2015,19.6658199239177
South Korea,KOR,KOR,Father_Occ,2015,17.6243794715032
South Korea,KOR,KOR,Mother_Edu,2015,23.610084501731
South Korea,KOR,KOR,Sex,2015,6.7492985428996
