"","var","cat","value","value2","class"
"1","Sex",1,31373.018853661,3.00960972763983,"Male"
"2","Sex",2,29737.2537303206,-2.36123226073705,"Female"
"3","Birth_Area",1,30698.299199716,0.794247267538935,"Local"
"4","Birth_Area",2,31380.9954380726,3.03579990242118,"European Union"
"5","Birth_Area",3,27701.1693499907,-9.04647534711764,"Other"
"6","Father_Occ",0,28449.0837356464,-6.59078661230242,"Dead/unknown/not working"
"7","Father_Occ",1,33870.9635794226,11.2113168225849,"Manager"
"8","Father_Occ",2,32757.9299880123,7.55680220925673,"Professional"
"9","Father_Occ",3,31641.5647989833,3.89134868781541,"Technician"
"10","Father_Occ",4,32980.7880954034,8.28853053843277,"Clerical"
"11","Father_Occ",5,29989.7368881992,-1.53223356994481,"Service"
"12","Father_Occ",6,29777.8747783563,-2.22785783717893,"Agriculture"
"13","Father_Occ",7,30047.0410685014,-1.34408204789273,"Craft/Trades"
"14","Father_Occ",8,27766.1582203444,-8.83309205101203,"Plant Operator"
"15","Father_Occ",9,29178.5437987939,-4.19569047038425,"Elementary"
"16","Father_Occ",10,30245.5685367606,-0.692240504655004,"Armed forces"
"17","Mother_Occ",0,29851.7577178828,-1.98527191321494,"Dead/unknown/not working"
"18","Mother_Occ",1,31743.6519751397,4.22653989855341,"Manager"
"19","Mother_Occ",2,32604.8848260976,7.0542964582778,"Professional"
"20","Mother_Occ",3,33154.7401912999,8.85968174301351,"Technician"
"21","Mother_Occ",4,32188.0183828718,5.6855646245469,"Clerical"
"22","Mother_Occ",5,29118.3837294456,-4.39321896751963,"Service"
"23","Mother_Occ",6,31559.2204128267,3.62098060112208,"Agriculture"
"24","Mother_Occ",7,30436.2687258076,-0.0660989101737783,"Craft/Trades"
"25","Mother_Occ",8,28980.6286889393,-4.84552140697417,"Plant Operator"
"26","Mother_Occ",9,29475.7553827354,-3.21983126438472,"Elementary"
"27","Mother_Edu",0,29643.8904292004,-2.66777965600464,"Unknown"
"28","Mother_Edu",1,27940.6793165351,-8.26007260102861,"None"
"29","Mother_Edu",2,30745.7617043687,0.950084807552898,"Low"
"30","Mother_Edu",3,31344.6439888636,2.91644420338818,"Medium"
"31","Mother_Edu",4,32778.2155344848,7.62340741020957,"High"
"32","Father_Edu",0,31665.0915751702,3.96859608451827,"Unknown"
"33","Father_Edu",1,29032.1820449913,-4.67625203854541,"None"
"34","Father_Edu",2,29780.5548029426,-2.21905829232196,"Low"
"35","Father_Edu",3,31292.701272724,2.7458964170025,"Medium"
"36","Father_Edu",4,34418.6679470944,13.0096395604496,"High"
