"","var","cat","value","value2","class"
"1","Sex",0,30580.4397248615,-3.39742931203658,"Female"
"2","Sex",1,34170.0706521334,7.94209289612719,"Male"
"3","Ethnicity",1,34069.2864964456,7.62371917058039,"White"
"4","Ethnicity",2,24460.177739422,-22.7311291017297,"Black"
"5","Ethnicity",3,27359.8384633511,-13.5711993369939,"Am. Indian, Aleut, Eskimo"
"6","Ethnicity",4,33846.4582964457,6.91981245323329,"Asian, Pac. Islander"
"7","Ethnicity",5,29186.8153031972,-7.79984153754978,"Hispanic"
"8","Ethnicity",7,33852.2780353639,6.9381968108583,"Other"
"10","Mother_Edu",1,28077.6911925127,-11.3035269412955,"0-5 Grades"
"11","Mother_Edu",2,29047.5503426129,-8.2397748190935,"6-8 Grades"
"12","Mother_Edu",3,31675.4248876021,0.0615916352625447,"9-11 Grades"
"13","Mother_Edu",4,34345.0043248861,8.49470242822794,"High school"
"14","Mother_Edu",5,36060.3464757267,13.9134100358202,"12 Grades + non academic training"
"15","Mother_Edu",6,33360.2697927154,5.38395947918015,"Some College"
"16","Mother_Edu",7,35022.5474157676,10.6350380453714,"College degree"
"17","Mother_Edu",8,36161.6670475028,14.2334782815751,"Advanced College degree"
"19","Father_Edu",1,29489.2590217045,-6.84443210069722,"0-5 Grades"
"20","Father_Edu",2,29606.4705778073,-6.47416477505583,"6-8 Grades"
"21","Father_Edu",3,32335.3088477052,2.14614265791805,"9-11 Grades"
"22","Father_Edu",4,35035.806914606,10.6769243519564,"High school"
"23","Father_Edu",5,36366.0282122492,14.8790482616313,"12 Grades + non academic training"
"24","Father_Edu",6,35706.4489475178,12.7954597613086,"Some College"
"25","Father_Edu",7,34476.5213932432,8.9101603813168,"College degree"
"26","Father_Edu",8,38493.7842531844,21.6005573439248,"Advanced College degree"
"27","Mother_Occ",1,31267.6304384832,-1.22661718225609,"Low"
"28","Mother_Occ",2,32052.8706794787,1.25393007508518,"Middle"
"29","Mother_Occ",3,35625.9873307361,12.5412842460854,"High"
"30","Father_Occ",1,29229.7254470828,-7.66428985009097,"Low"
"31","Father_Occ",2,32466.6932924253,2.56118165744084,"Middle"
"32","Father_Occ",3,37109.7310433234,17.2283802514939,"High"
