"","var","cat","value","value2","class"
"1","Sex",0,31481.7710330805,-2.84852644855133,"Female"
"2","Sex",1,34282.651495996,5.79487750505038,"Male"
"3","Ethnicity",1,35587.1923580415,9.82063790215835,"White"
"4","Ethnicity",2,24540.3183259225,-24.2695690696755,"Black"
"5","Ethnicity",3,26621.4530285429,-17.8472714547741,"Am. Indian, Aleut, Eskimo"
"6","Ethnicity",4,37467.0672452015,15.6218558574014,"Asian, Pac. Islander"
"7","Ethnicity",5,28662.1625507234,-11.5497243135415,"Hispanic"
"8","Ethnicity",7,34495.3260602026,6.45118261818629,"Other"
"10","Mother_Edu",1,29265.5571121332,-9.68767307403877,"0-5 Grades"
"11","Mother_Edu",2,30066.9602236435,-7.2145754484276,"6-8 Grades"
"12","Mother_Edu",3,31058.6179066944,-4.1543599012852,"9-11 Grades"
"13","Mother_Edu",4,34594.7713534669,6.75806677563172,"High school"
"14","Mother_Edu",5,34246.9666001838,5.68475535823585,"12 Grades + non academic training"
"15","Mother_Edu",6,35200.3345656498,8.62681038380755,"Some College"
"16","Mother_Edu",7,36954.2839043788,14.0394271839569,"College degree"
"17","Mother_Edu",8,35980.6924516832,11.0349632938192,"Advanced College degree"
"19","Father_Edu",1,32959.8352282788,1.71271994436182,"0-5 Grades"
"20","Father_Edu",2,30043.8595863506,-7.28586308185302,"6-8 Grades"
"21","Father_Edu",3,30406.723124775,-6.16608086188251,"9-11 Grades"
"22","Father_Edu",4,33609.191625247,3.71660755154988,"High school"
"23","Father_Edu",5,36345.4509451732,12.1605932685662,"12 Grades + non academic training"
"24","Father_Edu",6,35495.6343588574,9.53809361559915,"Some College"
"25","Father_Edu",7,37025.0194750818,14.2577142974447,"College degree"
"26","Father_Edu",8,38252.0601043379,18.0443121071572,"Advanced College degree"
"27","Mother_Occ",1,31969.2545749838,-1.34417193246578,"Low"
"28","Mother_Occ",2,32811.354931464,1.25451574696284,"Middle"
"29","Mother_Occ",3,35393.1871989926,9.22194581909928,"High"
"30","Father_Occ",1,30553.9592510864,-5.71171612439258,"Low"
"31","Father_Occ",2,31713.5444527353,-2.13328303909162,"Middle"
"32","Father_Occ",3,39323.3008478701,21.3501177638066,"High"
