name,c,iso,Circumstances,y,expost
South Korea,KOR,KOR,Birth_Area,1999,24.8889842234277
South Korea,KOR,KOR,Ethnicity,1999,8.01982727952939
South Korea,KOR,KOR,Father_Edu,1999,23.3026131730743
South Korea,KOR,KOR,Father_Occ,1999,18.8004474456631
South Korea,KOR,KOR,Mother_Edu,1999,19.0909097506574
South Korea,KOR,KOR,Sex,1999,5.89721812764817
