name,c,iso,Circumstances,y,expost
Germany,DE,DEU,Birth_Area,2005,6.69503302978921
Germany,DE,DEU,Father_Edu,2005,31.8496063248268
Germany,DE,DEU,Father_Occ,2005,18.7612108175284
Germany,DE,DEU,Mother_Edu,2005,21.0561898153624
Germany,DE,DEU,Mother_Occ,2005,13.990861459585
Germany,DE,DEU,Sex,2005,7.64709855290814
