name,c,iso,Circumstances,y,expost
Tanzania,TZN,TZA,Birth_Area,2013,37.1892440439551
Tanzania,TZN,TZA,Ethnicity,2013,15.3411598680322
Tanzania,TZN,TZA,Father_Edu,2013,24.6432064402498
Tanzania,TZN,TZA,Mother_Edu,2013,20.3830254470913
Tanzania,TZN,TZA,Sex,2013,2.44336420067161
