name,c,iso,Circumstances,y,expost
Belgium,BE,BEL,Birth_Area,2019,20.7869634847895
Belgium,BE,BEL,Father_Edu,2019,18.2770643667076
Belgium,BE,BEL,Father_Occ,2019,17.537151909932
Belgium,BE,BEL,Mother_Edu,2019,20.1921319018914
Belgium,BE,BEL,Mother_Occ,2019,19.2345981342995
Belgium,BE,BEL,Sex,2019,3.97209020237985
