name,c,iso,Circumstances,y,expost
Finland,FI,FIN,Birth_Area,2011,14.2225287443841
Finland,FI,FIN,Father_Edu,2011,17.4885891538059
Finland,FI,FIN,Father_Occ,2011,20.0625043108999
Finland,FI,FIN,Mother_Edu,2011,16.1259281882856
Finland,FI,FIN,Mother_Occ,2011,20.3869473979285
Finland,FI,FIN,Sex,2011,11.7135022046959
