name,c,iso,Circumstances,y,expost
Lithuania,LT,LTU,Birth_Area,2011,0.552370882930753
Lithuania,LT,LTU,Father_Edu,2011,26.9658724281498
Lithuania,LT,LTU,Father_Occ,2011,22.0380985945786
Lithuania,LT,LTU,Mother_Edu,2011,27.1560116114387
Lithuania,LT,LTU,Mother_Occ,2011,21.6261303641193
Lithuania,LT,LTU,Sex,2011,1.66151611878278
