name,c,iso,Circumstances,y,exante
Greece,EL,GRC,Birth_Area,2005,7.51974874250008
Greece,EL,GRC,Father_Edu,2005,22.1712139449743
Greece,EL,GRC,Father_Occ,2005,24.9469111895677
Greece,EL,GRC,Mother_Edu,2005,21.7613008497812
Greece,EL,GRC,Mother_Occ,2005,21.23426972739
Greece,EL,GRC,Sex,2005,2.36655554578655
