name,c,iso,Circumstances,y,exante
South Korea,KOR,KOR,Birth_Area,2001,17.7001193215704
South Korea,KOR,KOR,Ethnicity,2001,13.9064323605315
South Korea,KOR,KOR,Father_Edu,2001,19.7801063105537
South Korea,KOR,KOR,Father_Occ,2001,25.9677405607998
South Korea,KOR,KOR,Mother_Edu,2001,18.0402429801462
South Korea,KOR,KOR,Sex,2001,4.60535846639835
