,c,y,Circumstances,OLS,Ctree,Trafo
420,GHA,2013,Mother_Occ,17.17769203,16.57482568,16.32181458
421,GHA,2017,Mother_Occ,20.32512252,18.62362036,17.39651256
422,GHA,2013,Birth_Area,22.61633674,22.09913646,18.26024216
423,GHA,2013,Father_Occ,15.86838867,15.78798023,18.28278202
424,GHA,2017,Birth_Area,24.92913038,25.21170613,19.41718197
425,GNB,2018,Sex,1.753072373,2.184687168,2.955058774
426,GNB,2018,Mother_Edu,9.910356525,9.972868366,9.83218715
427,GNB,2018,Father_Edu,18.66644408,17.52729788,15.19528106
428,GNB,2018,Mother_Occ,21.00516682,21.3417004,21.61393421
429,GNB,2018,Father_Occ,22.36094812,21.60732732,22.52022245
430,GNB,2018,Ethnicity,26.30401207,27.36611887,27.88331636
431,GTM,2000,Sex,1.331375248,1.612611025,3.359412456
432,GTM,2006,Sex,2.124632809,2.405007312,5.079239261
433,GTM,2011,Sex,2.120469979,3.008296199,5.852702941
434,GTM,2000,Ethnicity,12.09516897,12.01884377,10.07209048
435,GTM,2000,Birth_Area,18.54779739,18.14873585,10.55093989
436,GTM,2011,Ethnicity,12.83722201,12.40913557,10.87125458
437,GTM,2000,Father_Occ,17.08407205,17.58890687,11.52181806
438,GTM,2006,Ethnicity,15.28312277,14.79860825,11.97281455
439,GTM,2011,Birth_Area,29.03696346,27.95185666,18.24852548
440,GTM,2006,Birth_Area,24.93128074,23.83787783,18.77885238
441,GTM,2000,Mother_Occ,9.228902955,8.688096581,19.65786498
442,GTM,2000,Father_Edu,20.69396702,20.86320072,22.20587104
443,GTM,2000,Mother_Edu,21.01871637,21.07960519,22.63200309
444,GTM,2006,Mother_Edu,27.41163508,28.01990135,29.78668848
445,GTM,2011,Mother_Edu,27.51668003,27.80144323,30.09230734
446,GTM,2006,Father_Edu,30.2493286,30.93860526,34.38240533
447,GTM,2011,Father_Edu,28.48866452,28.82926834,34.93520967
448,HR,2011,Birth_Area,1.76119285,1.364239337,1.279562262
449,HR,2011,Sex,1.337483949,2.660577564,1.279562262
450,HR,2011,Father_Edu,23.64273106,22.42973552,22.32614377
451,HR,2011,Mother_Edu,25.03491745,24.05015831,24.4436352
452,HR,2011,Father_Occ,27.12319703,27.91099172,25.16229896
453,HR,2011,Mother_Occ,21.10047766,21.58429755,25.50879755
454,HU,2011,Birth_Area,1.059070972,0,0
455,HU,2005,Birth_Area,2.498089808,0.971549183,0.871096493
456,HU,2019,Birth_Area,0.276785451,0,1.238042235
457,HU,2019,Sex,1.07434658,2.793248373,1.9815904
458,HU,2011,Sex,1.137817671,1.913012435,2.367068714
459,HU,2005,Sex,0.585845286,1.826536128,3.731018669
460,HU,2019,Father_Occ,18.50105727,20.63050046,20.38440749
461,HU,2011,Mother_Edu,21.47021529,21.02139778,21.67933606
462,HU,2019,Father_Edu,21.81093595,18.11640218,22.04049204
463,HU,2005,Mother_Edu,17.60353814,19.2194134,22.69450264
464,HU,2011,Father_Edu,22.50967171,22.33218641,22.92895336
465,HU,2005,Father_Occ,25.67603347,26.20587815,23.36915095
466,HU,2005,Father_Edu,24.45681717,23.61648912,24.13179686
467,HU,2019,Mother_Edu,23.00727765,23.25470525,24.57531534
468,HU,2005,Mother_Occ,29.17967612,28.16013402,25.20243439
469,HU,2011,Father_Occ,26.73049477,27.05102547,25.42818795
470,HU,2011,Mother_Occ,27.09272958,28.08509205,28.1546257
471,HU,2019,Mother_Occ,35.3295971,36.55923999,29.78015249
472,IE,2019,Sex,2.684536267,4.177953826,4.204742779
473,IE,2005,Sex,5.731612613,7.341647355,5.494403438
474,IE,2011,Sex,4.274449038,6.98143038,6.292213298
475,IE,2005,Birth_Area,4.466399747,4.859741886,7.142770144
476,IE,2011,Mother_Occ,10.37008041,11.19240268,10.56134676
477,IE,2019,Birth_Area,8.18143263,8.521853944,11.48349832
478,IE,2011,Mother_Edu,14.0040145,14.45953636,13.94299012
479,IE,2011,Father_Edu,21.573315,19.13516767,16.14641384
480,IE,2011,Birth_Area,11.69303338,11.84582941,16.40654025
481,IE,2005,Mother_Edu,20.2715192,19.7716019,16.48351481
482,IE,2019,Father_Edu,17.68105652,18.26169249,20.13864546
483,IE,2005,Father_Occ,18.72514792,18.14763907,20.52430264
484,IE,2019,Father_Occ,28.30473403,25.81826874,20.57264281
485,IE,2019,Mother_Edu,23.72627172,22.31147437,21.16783918
486,IE,2019,Mother_Occ,19.42196883,20.90875663,22.43263145
487,IE,2005,Father_Edu,19.87990569,19.91459234,24.2674687
488,IE,2005,Mother_Occ,30.92541484,29.96477745,26.08754027
489,IE,2011,Father_Occ,38.08510768,36.3856335,36.65049572
490,IND,2005,Sex,1.440197713,1.301671435,5.896449737
491,IND,2012,Birth_Area,3.000150667,1.486010045,7.32364579
492,IND,2005,Birth_Area,2.384347939,1.565424093,8.805337196
493,IND,2012,Sex,2.633154045,2.553092826,9.496103777
494,IND,2012,Ethnicity,13.21032535,14.06635442,10.26057674
495,IND,2005,Ethnicity,19.73379052,20.16279232,13.4693349
496,IND,2005,Mother_Edu,19.66284282,19.78119273,21.71199752
497,IND,2012,Father_Occ,28.81589812,28.48882064,22.6372973
498,IND,2005,Father_Occ,28.13836478,28.46819514,23.15421903
499,IND,2012,Father_Edu,30.48107683,31.07228422,23.71626864
500,IND,2012,Mother_Edu,21.85939499,22.33343786,26.56610774
501,IND,2005,Father_Edu,28.64045623,28.72072428,26.96266161
502,IS,2005,Birth_Area,1.004647116,0,0.516036523
503,IS,2005,Sex,6.741650614,9.961546525,7.678756634
504,IS,2005,Mother_Edu,19.80289525,17.91946543,17.41821546
505,IS,2005,Father_Edu,19.26744159,20.35448274,19.01333942
506,IS,2005,Father_Occ,23.95266111,21.81902214,24.22816777
507,IS,2005,Mother_Occ,29.23070433,30.58861349,31.14548419
508,IT,2019,Sex,3.1703961,3.611917284,5.012307414
509,IT,2005,Sex,3.255635477,3.604649334,5.072976165
510,IT,2005,Birth_Area,4.801710688,3.332759988,8.164626966
511,IT,2011,Sex,3.716815506,3.31545853,8.726468672
512,IT,2019,Birth_Area,12.0784713,11.84317481,13.23965508
513,IT,2019,Mother_Edu,15.99587787,16.04023915,15.69652
514,IT,2011,Mother_Edu,18.93289062,18.81810444,16.44846275
515,IT,2011,Father_Occ,26.40495474,26.36657755,16.69091155
516,IT,2019,Father_Edu,20.42308392,19.81133278,16.99424866
517,IT,2011,Father_Edu,20.48687276,20.04749746,17.39401305
518,IT,2005,Father_Occ,23.75284472,24.03033646,18.06025169
519,IT,2011,Birth_Area,13.72705045,13.9497081,19.12752192
520,IT,2005,Mother_Edu,22.62842638,22.63690356,20.44925458
521,IT,2005,Father_Edu,26.08367023,26.45468312,20.61320576
522,IT,2011,Mother_Occ,16.73141592,17.50265392,21.61262206
523,IT,2019,Mother_Occ,19.02784323,20.27488914,23.7978746
524,IT,2019,Father_Occ,29.30432758,28.41844682,25.25939425
525,IT,2005,Mother_Occ,19.47771251,19.94066754,27.63968485
526,KAZ,2016,Sex,3.188080968,1.83277824,6.155934604
527,KAZ,2016,Father_Edu,11.68848403,12.71553902,10.69999318
528,KAZ,2016,Birth_Area,12.69422,26.38226187,11.34634634
529,KAZ,2016,Mother_Edu,14.73470356,15.98157244,13.79465377
530,KAZ,2016,Father_Occ,20.80780154,3.929788624,17.8294644
531,KAZ,2016,Ethnicity,22.02628935,30.70885226,18.40726496
532,KAZ,2016,Mother_Occ,14.86042055,8.449207554,21.76634274
533,KGZ,2016,Sex,5.013326815,3.652118145,4.464679053
534,KGZ,2016,Father_Edu,19.82530455,16.43251558,9.598662465
535,KGZ,2016,Mother_Edu,23.45006671,27.39138465,12.3127214
536,KGZ,2016,Father_Occ,16.07015527,13.53192964,16.84506614
537,KGZ,2016,Mother_Occ,16.64385863,13.16564404,17.64056617
538,KGZ,2016,Ethnicity,11.72391767,13.77941991,18.36921746
539,KGZ,2016,Birth_Area,7.273370366,12.04698803,20.76908731
540,KOR,2007,Birth_Area,28.99577245,29.28437275,3.731461056
541,KOR,2003,Sex,1.780853077,5.630172679,3.979183582
542,KOR,2001,Sex,1.642211091,4.605358466,4.36647538
543,KOR,2017,Sex,1.787413466,5.20385382,4.993526527
544,KOR,1999,Sex,3.271853373,5.995842696,5.897218128
545,KOR,2011,Sex,3.328719353,6.420588915,6.037715688
546,KOR,2015,Sex,2.717726707,7.512313308,6.749298543
547,KOR,2005,Sex,2.618295018,6.490976329,6.75646469
548,KOR,1999,Ethnicity,11.83543981,11.23694184,8.01982728
549,KOR,2017,Ethnicity,19.78130427,20.04388249,8.188280671
550,KOR,2009,Sex,5.38622506,8.426140033,8.416774099
551,KOR,2019,Sex,1.467773957,3.886388399,8.814899847
552,KOR,2013,Sex,3.186110927,4.674411855,10.17029258
553,KOR,2001,Ethnicity,16.06223455,13.90643236,10.51657102
554,KOR,2003,Ethnicity,14.83695208,12.35017124,11.1749163
555,KOR,2019,Ethnicity,10.84541589,9.834618899,11.47889216
556,KOR,2007,Sex,3.382837073,5.618796793,12.46272484
557,KOR,2005,Mother_Edu,13.48939803,13.05254217,12.80489768
558,KOR,2009,Ethnicity,13.17998472,12.96998182,13.5916024
559,KOR,2011,Ethnicity,13.41609408,12.28477808,14.21294983
560,KOR,2015,Birth_Area,20.46031143,21.02928819,14.41100098
561,KOR,2011,Father_Edu,17.23198364,16.56264557,14.90090782
562,KOR,2013,Ethnicity,24.24188887,24.45992075,15.62372847
563,KOR,2007,Mother_Edu,16.10700098,16.46601091,15.90577222
564,KOR,2013,Mother_Edu,15.66473347,14.2020358,15.98812856
565,KOR,2013,Father_Edu,13.53942063,13.48318513,16.40279074
566,KOR,2005,Birth_Area,30.68654263,29.25177334,16.6566361
567,KOR,2011,Birth_Area,24.70476737,24.45524607,17.09090743
568,KOR,2015,Father_Occ,20.81049402,20.87194774,17.62437947
569,KOR,2007,Father_Edu,24.51844698,24.17355261,17.71289653
570,KOR,2015,Ethnicity,16.82230337,15.23629895,17.93941658
571,KOR,2005,Father_Edu,13.13320199,14.39760468,18.21137426
572,KOR,2009,Father_Occ,25.31811279,23.11019372,18.25009528
573,KOR,2003,Birth_Area,28.88543865,25.63075234,18.36038407
574,KOR,2019,Birth_Area,28.08455405,27.24441619,18.74177647
575,KOR,2013,Father_Occ,23.22477486,22.49734432,18.77767411
576,KOR,1999,Father_Occ,31.10350928,24.95272316,18.80044745
577,KOR,2009,Father_Edu,23.11796054,19.82425164,18.97296487
578,KOR,1999,Mother_Edu,15.16993364,16.01995006,19.09090975
579,KOR,2019,Father_Edu,16.12384907,15.27781096,19.16240683
580,KOR,2003,Father_Edu,20.55868668,20.86053438,19.24317011
581,KOR,2015,Father_Edu,17.89230574,15.96578649,19.66581992
582,KOR,2009,Birth_Area,20.02283111,23.44392222,19.97121334
583,KOR,2017,Father_Edu,15.68224753,15.97643277,20.008871
584,KOR,2001,Father_Occ,28.27176339,25.96774056,20.08220421
585,KOR,2005,Father_Occ,21.05500183,21.87147379,20.15730461
586,KOR,2019,Father_Occ,24.47200935,23.38648367,20.508424
587,KOR,2001,Mother_Edu,17.51287164,18.04024298,20.55037758
588,KOR,2017,Birth_Area,24.28381147,19.93295205,20.59867177
589,KOR,2007,Father_Occ,20.84769853,20.1486342,20.66136252
590,KOR,2009,Mother_Edu,12.97488578,12.22551057,20.79735001
591,KOR,2019,Mother_Edu,19.00639769,20.37028188,21.29360069
592,KOR,2003,Mother_Edu,11.05347446,12.54637558,21.6964941
593,KOR,2001,Birth_Area,17.49560215,17.70011932,22.01873952
594,KOR,2001,Father_Edu,19.01531719,19.78010631,22.46563228
595,KOR,2011,Father_Occ,21.38353015,21.47764226,22.4799117
596,KOR,2013,Birth_Area,20.14307124,20.68310215,23.03738555
597,KOR,2017,Mother_Edu,18.89371324,15.66829264,23.04388744
598,KOR,2017,Father_Occ,19.57151002,23.17458622,23.1667626
599,KOR,1999,Father_Edu,19.03491513,19.36131918,23.30261317
600,KOR,2015,Mother_Edu,21.29685873,19.38436532,23.6100845
601,KOR,1999,Birth_Area,19.58434877,22.43322305,24.88898422
602,KOR,2011,Mother_Edu,19.93490541,18.79909909,25.27760754
603,KOR,2005,Ethnicity,19.0175605,14.93562969,25.41332266
604,KOR,2003,Father_Occ,22.88459505,22.98199378,25.54585184
605,KOR,2007,Ethnicity,6.148243978,4.308632737,29.52578283
606,LT,2019,Birth_Area,0.534259555,0,0.216439309
607,LT,2011,Birth_Area,0.670254904,0.561136035,0.552370883
608,LT,2011,Sex,1.815127317,2.74954295,1.661516119
609,LT,2005,Sex,2.536993254,4.204625598,2.23555837
610,LT,2005,Birth_Area,0.571002659,0,2.764125369
611,LT,2019,Sex,0.636548368,3.624822923,6.624220179
612,LT,2019,Mother_Edu,23.09624921,23.71928507,20.75903092
613,LT,2019,Father_Edu,19.48691537,18.69566954,21.23019128
614,LT,2005,Mother_Occ,21.43313307,22.74918814,21.46064642
615,LT,2011,Mother_Occ,19.17902557,19.87060882,21.62613036
616,LT,2011,Father_Occ,25.23730875,25.74927053,22.03809859
617,LT,2005,Mother_Edu,20.48549732,20.14748462,22.73904103
618,LT,2005,Father_Occ,29.49510889,28.28523308,24.57058714
619,LT,2019,Mother_Occ,31.39625577,31.7619591,25.5244814
620,LT,2019,Father_Occ,24.84977172,22.98591054,25.64563692
621,LT,2005,Father_Edu,25.4782648,24.9350943,26.23004167
622,LT,2011,Father_Edu,30.10301651,26.93644552,26.96587243
623,LT,2011,Mother_Edu,22.99526695,24.13299614,27.15601161
624,LU,2005,Sex,2.334293522,2.711271364,1.484292876
625,LU,2011,Sex,2.838911439,3.700011269,3.840746543
626,LU,2019,Sex,2.670080046,3.678057208,5.767542432
627,LU,2011,Mother_Occ,10.45364788,11.41879827,12.86898278
628,LU,2019,Father_Edu,20.11544457,17.78553565,15.42369397
629,LU,2019,Father_Occ,24.358271,23.79824025,15.649689
630,LU,2005,Mother_Occ,19.47138601,19.76665705,16.42585036
631,LU,2019,Mother_Edu,20.44728575,19.36168151,16.63584916
632,LU,2011,Father_Occ,22.07148789,22.09588689,18.49561259
633,LU,2005,Birth_Area,9.950779071,11.65229626,18.94347543
634,LU,2019,Mother_Occ,14.56895639,15.67427853,19.24506458
635,LU,2005,Mother_Edu,18.26201161,18.91823863,20.14755698
636,LU,2005,Father_Occ,24.37321201,23.13857641,20.55256623
637,LU,2011,Mother_Edu,22.31142154,21.18912777,21.02351873
638,LU,2011,Birth_Area,15.59327927,17.51675334,21.66423227
639,LU,2011,Father_Edu,26.73125198,24.07942246,22.10690708
640,LU,2005,Father_Edu,25.60831778,23.81296029,22.44625813
641,LU,2019,Birth_Area,17.83996224,19.70220685,27.27816086
642,LV,2011,Sex,0.57749081,2.577322205,1.805173144
643,LV,2011,Birth_Area,1.4891545,3.801910088,3.169085104
644,LV,2005,Birth_Area,1.658657681,3.670057301,3.345276077
645,LV,2019,Birth_Area,0.636183615,1.871960079,3.607489021
646,LV,2019,Sex,1.433797893,3.497330094,3.660629113
647,LV,2005,Sex,4.113548629,4.01470648,4.303887311
648,LV,2005,Father_Occ,22.77071983,21.06928199,18.65000025
649,LV,2011,Father_Occ,20.41461739,21.09098418,19.27868674
650,LV,2019,Mother_Edu,16.00980785,16.43629926,21.34299478
651,LV,2019,Father_Edu,23.56368425,20.94126182,22.11352611
652,LV,2005,Mother_Edu,25.59716185,27.89555928,23.13453786
653,LV,2011,Father_Edu,21.17433713,19.90589913,23.39615681
654,LV,2019,Mother_Occ,26.87925733,27.60911834,23.65458878
655,LV,2005,Father_Edu,22.61148367,20.46892535,24.17027874
656,LV,2011,Mother_Edu,24.9054052,21.1173194,24.65713202
657,LV,2019,Father_Occ,31.47726906,29.6440304,25.62077219
658,LV,2005,Mother_Occ,23.24842834,22.88146961,26.39601976
659,LV,2011,Mother_Occ,31.43899497,31.50656499,27.69376619
660,MEX,2017,Ethnicity,7.26218388,5.158449326,2.551174505
661,MEX,2017,Birth_Area,3.226827179,3.888961148,6.46067877
662,MEX,2017,Sex,13.22266488,10.3505888,9.575625514
663,MEX,2017,Mother_Occ,0.005946142,10.95510698,16.89539879
664,MEX,2017,Father_Occ,0.005946142,21.02369311,18.02746747
665,MEX,2017,Mother_Edu,38.47141048,24.07986835,23.10419783
666,MEX,2017,Father_Edu,37.8050213,24.54333229,23.38545713
667,MNG,2016,Sex,3.807522804,6.011705587,3.636711562
668,MNG,2016,Ethnicity,9.088129525,5.464109536,9.476596536
669,MNG,2016,Birth_Area,15.39472369,30.31128035,9.83232557
670,MNG,2016,Father_Edu,22.41161687,26.65412101,13.12281913
671,MNG,2016,Mother_Edu,18.22157023,13.37491677,18.41132411
672,MNG,2016,Mother_Occ,18.78837448,11.09652606,21.63660068
673,MNG,2016,Father_Occ,12.2880624,7.087340687,23.88362241
674,MT,2011,Birth_Area,1.151824138,0.771336994,2.447726068
675,MT,2019,Sex,1.217352314,2.037881446,3.549841465
676,MT,2011,Sex,5.453332612,6.499226876,7.979284007
677,MT,2011,Mother_Occ,9.001157977,8.71029683,8.280682997
678,MT,2019,Birth_Area,2.545738589,3.463169942,8.292200275
679,MT,2019,Mother_Occ,16.37551351,19.20399344,16.04809813
680,MT,2019,Mother_Edu,21.4342996,21.47505753,20.02914181
681,MT,2011,Mother_Edu,21.26229538,20.42722659,21.4181331
682,MT,2019,Father_Edu,23.85451021,22.66540836,22.01173328
683,MT,2011,Father_Edu,27.56749797,27.39122645,29.02402527
684,MT,2019,Father_Occ,34.57258577,31.15448929,30.06898504
685,MT,2011,Father_Occ,35.56389193,36.20068626,30.85014856
686,NER,2018,Ethnicity,3.005807339,0,0
687,NER,2018,Sex,2.625332477,1.399424526,5.828953907
688,NER,2018,Mother_Edu,16.0687776,15.99026986,13.13412105
689,NER,2018,Father_Edu,20.59824024,21.86525924,19.59902249
690,NER,2018,Father_Occ,21.66719342,23.27602972,24.91498919
691,NER,2018,Mother_Occ,36.03464892,37.78957256,37.03882293
692,NGA,2019,Sex,5.253114867,5.227509904,4.974873764
693,NGA,2019,Ethnicity,10.5444017,9.899152071,8.998388783
694,NGA,2019,Mother_Edu,19.06543505,19.3055667,19.26735995
695,NGA,2019,Father_Edu,26.89928829,25.93424816,24.97234393
696,NGA,2019,Birth_Area,38.23776009,39.63352316,41.78703357
697,NL,2005,Birth_Area,4.609480697,4.641224929,3.075022038
698,NL,2011,Sex,0.602618603,5.700779274,8.230844885
699,NL,2005,Sex,8.42367296,9.086035332,9.349403898
700,NL,2019,Sex,2.204238618,2.967399691,10.25122245
701,NL,2019,Birth_Area,11.75106612,9.971263337,10.25122245
702,NL,2011,Birth_Area,15.24069139,12.43573374,12.6095559
703,NL,2019,Mother_Edu,14.35105319,15.26952288,14.07610724
704,NL,2019,Father_Edu,20.46508527,20.24117739,17.88575345
705,NL,2005,Father_Occ,26.68118095,25.82959297,17.91470448
706,NL,2011,Mother_Occ,16.40475284,14.22740431,18.05202156
707,NL,2011,Father_Edu,20.62447561,20.14207586,18.79417597
708,NL,2019,Father_Occ,30.33691116,30.47480199,19.40961194
709,NL,2011,Father_Occ,32.17778554,31.21589521,20.74851592
710,NL,2005,Mother_Edu,17.40781303,18.22019263,20.75270826
711,NL,2011,Mother_Edu,14.94967602,16.2781116,21.56488577
712,NL,2005,Father_Edu,18.8177988,18.62295862,22.20590297
713,NL,2005,Mother_Occ,24.06005357,23.59999552,26.70225836
714,NL,2019,Mother_Occ,20.89164565,21.07583471,28.12608247
715,NO,2005,Birth_Area,1.361188199,0.539460323,5.80924042
716,NO,2019,Sex,1.604016423,3.507897737,6.249978235
717,NO,2011,Sex,6.673059219,7.464300895,10.76850464
718,NO,2011,Birth_Area,7.495703734,7.518115899,11.73016149
719,NO,2019,Father_Edu,12.08450122,12.61192973,12.22051917
720,NO,2019,Birth_Area,22.69497653,23.98559435,14.02438472
721,NO,2005,Mother_Edu,27.86359487,26.34299047,14.46543504
722,NO,2005,Sex,5.680433352,8.357055262,16.17585151
723,NO,2011,Mother_Occ,20.71895261,20.05701195,16.28200393
724,NO,2011,Mother_Edu,19.43928337,20.13773446,16.82694281
725,NO,2005,Father_Occ,20.0227352,19.37275722,17.82677522
726,NO,2011,Father_Occ,23.94859404,20.72969951,18.36559377
727,NO,2019,Mother_Edu,16.14670463,15.36609067,21.06200105
728,NO,2019,Mother_Occ,26.26971553,25.03115544,22.16718629
729,NO,2005,Father_Edu,23.21325775,22.11984915,22.45233627
730,NO,2005,Mother_Occ,21.85879063,23.26788757,23.27036153
731,NO,2019,Father_Occ,21.20008567,19.49733208,24.27593053
732,NO,2011,Father_Edu,21.72440702,24.09313729,26.02679337
733,PAN,2003,Ethnicity,3.018949006,2.765352777,3.778839823
734,PAN,2003,Sex,0.981849687,1.506786884,4.551276022
735,PAN,2003,Birth_Area,22.11022596,21.9777464,19.78933558
736,PAN,2003,Father_Edu,36.31768788,36.23293151,34.30177326
737,PAN,2003,Mother_Edu,37.57128746,37.51718242,37.57877531
738,PER,2010,Sex,1.468871824,2.131887242,3.145697524
739,PER,2015,Sex,1.595961051,1.944581715,3.789635318
740,PER,2009,Sex,1.864961573,2.27799516,3.937235463
741,PER,2014,Sex,1.556397459,1.944861183,4.087450028
742,PER,2013,Sex,1.477314749,1.951681356,4.093102351
743,PER,2008,Sex,1.604752013,1.946225654,4.09470445
744,PER,2007,Sex,2.164015495,2.642819461,4.649922749
745,PER,2012,Sex,1.437211009,1.944971751,4.82679954
746,PER,2011,Sex,1.298723508,1.769175118,4.860195802
747,PER,2001,Sex,1.400874866,1.798116367,5.326896111
748,PER,2006,Sex,1.833083641,2.137014038,5.566771313
749,PER,2011,Ethnicity,8.3410452,7.934333648,9.140620691
750,PER,2010,Ethnicity,7.573174072,7.509668752,9.322963731
751,PER,2008,Ethnicity,8.437432057,8.507680915,9.453059522
752,PER,2007,Ethnicity,7.968772622,8.037144144,9.460557841
753,PER,2006,Ethnicity,9.48458393,9.143067227,9.512581769
754,PER,2009,Ethnicity,8.941912203,9.011793501,9.660113706
755,PER,2013,Ethnicity,10.98896393,11.13036395,10.48943492
756,PER,2012,Ethnicity,11.40133234,11.11764262,10.59214266
757,PER,2015,Ethnicity,11.45852906,11.68867934,10.62981392
758,PER,2001,Ethnicity,9.244809,8.934560905,10.85148445
759,PER,2014,Ethnicity,11.10264641,11.48846934,11.18814899
760,PER,2001,Birth_Area,23.23530136,23.5234549,20.43081652
761,PER,2007,Birth_Area,22.5550854,22.06238832,20.4493182
762,PER,2011,Birth_Area,22.78683328,22.97130567,20.80917621
763,PER,2006,Birth_Area,24.30786662,23.4001405,20.95295045
764,PER,2015,Birth_Area,22.87353833,23.10232641,21.30507173
765,PER,2009,Birth_Area,23.37776369,23.55003595,21.79703906
766,PER,2014,Birth_Area,22.73908712,22.86619111,21.86829866
767,PER,2010,Birth_Area,23.34999389,23.38279805,22.04586523
768,PER,2008,Birth_Area,24.1665404,24.17141028,22.18578445
769,PER,2013,Birth_Area,23.34785021,23.67765397,22.26910621
770,PER,2012,Birth_Area,22.47257826,22.73018217,22.27065821
771,PER,2014,Father_Edu,32.28533606,31.75697917,30.24945154
772,PER,2012,Father_Edu,32.28293228,32.11904394,30.28300686
773,PER,2013,Father_Edu,32.57790451,32.05281553,30.48882771
774,PER,2008,Father_Edu,33.00719172,32.85486809,30.72732075
775,PER,2001,Father_Edu,34.01106661,33.60927873,30.77041304
776,PER,2010,Father_Edu,33.14046899,32.8951105,31.00006762
777,PER,2011,Father_Edu,33.83184209,33.7077037,31.12910471
778,PER,2007,Father_Edu,33.09791352,33.05175675,31.34040069
779,PER,2015,Father_Edu,32.21862592,31.57149538,31.35068968
780,PER,2006,Father_Edu,31.67153618,31.94948512,31.40066241
781,PER,2009,Father_Edu,32.8230962,32.4533007,31.63928377
782,PER,2012,Mother_Edu,32.40594612,32.08815952,32.02739273
783,PER,2006,Mother_Edu,32.70292963,33.37029311,32.56703406
784,PER,2014,Mother_Edu,32.31653296,31.9434992,32.60665078
785,PER,2001,Mother_Edu,32.10794817,32.13458909,32.62038987
786,PER,2013,Mother_Edu,31.6079666,31.18748519,32.65952881
787,PER,2015,Mother_Edu,31.85334563,31.69291715,32.92478935
788,PER,2009,Mother_Edu,32.99226634,32.70687469,32.966328
789,PER,2008,Mother_Edu,32.7840838,32.51981506,33.53913084
790,PER,2011,Mother_Edu,33.74155592,33.61748187,34.06090258
791,PER,2007,Mother_Edu,34.21421296,34.20589133,34.09980052
792,PER,2010,Mother_Edu,34.46749122,34.08053546,34.48540589
793,PL,2011,Birth_Area,0.039406373,0,0
794,PL,2005,Birth_Area,0.614300237,0,0
795,PL,2019,Birth_Area,0.880358759,0,0
796,PL,2005,Sex,1.089573855,1.853425992,3.305592103
797,PL,2019,Sex,1.729084991,3.297463672,3.822416721
798,PL,2011,Sex,1.252337215,3.17785533,4.195576013
799,PL,2019,Father_Edu,15.28984411,15.78802059,17.24301122
800,PL,2019,Mother_Edu,19.11854245,18.45841552,19.15318172
801,PL,2011,Father_Edu,20.45707555,19.34573774,19.68816606
802,PL,2011,Mother_Edu,18.31760031,17.57007435,20.88787906
803,PL,2005,Mother_Edu,21.31246628,21.55559933,21.89072645
804,PL,2005,Father_Occ,25.2572373,25.71231858,24.34627529
805,PL,2005,Father_Edu,24.0809351,23.7635044,24.47868233
806,PL,2005,Mother_Occ,27.64548723,27.85263472,26.69349109
807,PL,2011,Father_Occ,27.36404284,28.02156674,27.31597092
808,PL,2019,Father_Occ,28.49225216,28.74374308,28.27589258
809,PL,2011,Mother_Occ,32.56953771,32.56975717,28.574929
810,PL,2019,Mother_Occ,34.48991753,34.84258053,32.39263936
811,PT,2005,Sex,0.45574687,1.280792577,1.666157728
812,PT,2011,Sex,0.816637875,1.20777566,1.742075742
813,PT,2019,Sex,1.654768315,2.160205444,1.977932315
814,PT,2019,Birth_Area,1.406529787,1.912231748,2.065888809
815,PT,2011,Birth_Area,1.403675978,3.443832218,3.354712201
816,PT,2005,Birth_Area,1.750251426,0.975058237,4.28413273
817,PT,2019,Mother_Edu,15.37321328,14.65807973,16.18290595
818,PT,2011,Father_Edu,21.99697265,21.12802951,19.67623662
819,PT,2019,Father_Edu,17.92092449,17.11301932,20.10796446
820,PT,2011,Mother_Edu,27.40946396,25.90115024,22.27494378
821,PT,2005,Father_Edu,23.8329762,25.02065093,22.2766131
822,PT,2005,Mother_Edu,23.66375992,22.80614274,23.37421131
823,PT,2005,Father_Occ,25.88049321,25.14459729,23.79698989
824,PT,2011,Mother_Occ,20.00104309,21.06352788,24.54496071
825,PT,2005,Mother_Occ,24.41677237,24.77275823,24.60189524
826,PT,2011,Father_Occ,28.37220645,27.2556845,28.40707095
827,PT,2019,Mother_Occ,26.0344048,26.33764082,28.43084762
828,PT,2019,Father_Occ,37.61015932,37.81882295,31.23446084
829,RO,2019,Sex,0.94351204,1.919269598,1.050180052
830,RO,2011,Sex,1.007214458,1.470946678,2.598969515
831,RO,2019,Father_Edu,18.36415878,17.58350513,16.47672526
832,RO,2019,Mother_Edu,17.03636558,17.24920742,17.07958276
833,RO,2011,Father_Edu,17.22565571,17.44948287,17.32691528
834,RO,2011,Mother_Edu,20.30246611,19.81854028,20.8306346
835,RO,2019,Father_Occ,30.2080741,30.09579083,28.03837585
836,RO,2011,Father_Occ,30.62803321,30.15166306,28.31345223
837,RO,2011,Mother_Occ,30.83663052,31.10936712,31.0776931
838,RO,2019,Mother_Occ,33.4478895,33.15222703,37.4693794
839,SE,2019,Sex,3.289901111,6.989974564,5.295310054
840,SE,2019,Father_Occ,14.76513237,12.27259642,15.13394209
841,SE,2019,Father_Edu,4.610411038,5.480654035,17.25056174
842,SE,2019,Mother_Edu,6.062971957,9.753004888,20.28681614
843,SE,2019,Birth_Area,21.65819419,18.86978776,20.66634794
