,c,y,Circumstances,OLS,Ctree,Trafo
844,SE,2019,Mother_Occ,49.61338933,46.63398234,21.36702203
845,SEN,2018,Ethnicity,1.860851647,2.142062709,2.518426842
846,SEN,2018,Sex,6.675382729,6.533889597,4.956740514
847,SEN,2018,Mother_Edu,15.68564936,16.60925716,17.67510504
848,SEN,2018,Mother_Occ,21.11897597,19.40797038,18.87921055
849,SEN,2018,Father_Edu,25.99387735,26.82814849,26.51022927
850,SEN,2018,Father_Occ,28.66526294,28.47867166,29.46028778
851,SI,2005,Sex,0.946470328,2.371625924,1.338863856
852,SI,2005,Birth_Area,2.700513287,2.887958665,1.688547571
853,SI,2011,Sex,1.851616409,3.015906565,2.126526797
854,SI,2019,Sex,1.16189186,3.044046187,4.160137034
855,SI,2019,Birth_Area,8.717897918,8.154602957,8.955130608
856,SI,2011,Birth_Area,11.37557729,10.24385595,12.87523515
857,SI,2011,Mother_Edu,17.74563391,15.82493079,16.45813793
858,SI,2011,Father_Edu,17.28914777,17.81947885,18.24011075
859,SI,2019,Father_Edu,18.55566818,17.34696805,18.59455068
860,SI,2019,Mother_Edu,21.39852195,20.71528956,19.53377623
861,SI,2011,Father_Occ,24.65517416,26.14534459,21.95571363
862,SI,2005,Mother_Edu,21.64748677,21.5349468,22.33445687
863,SI,2005,Father_Edu,20.30713319,20.60554786,23.86432312
864,SI,2019,Father_Occ,22.16534434,23.53605142,24.0486499
865,SI,2005,Father_Occ,26.89306807,26.09342728,24.63654132
866,SI,2019,Mother_Occ,28.00067575,27.20304182,24.70775555
867,SI,2005,Mother_Occ,27.50532835,26.50649347,26.13726726
868,SI,2011,Mother_Occ,27.08285046,26.95048326,28.34427574
869,SK,2005,Birth_Area,0.430108857,0,0
870,SK,2019,Birth_Area,0.60978394,0,0
871,SK,2011,Birth_Area,1.231764777,0,0
872,SK,2019,Sex,4.123617002,5.032206454,4.432403611
873,SK,2011,Sex,2.902912049,4.158328438,4.996728249
874,SK,2005,Sex,6.516363901,6.964584587,7.487506003
875,SK,2005,Mother_Edu,14.31069697,13.98019949,16.98447875
876,SK,2005,Father_Edu,16.92189672,17.79600955,19.63914436
877,SK,2011,Father_Edu,20.40353765,20.32102258,19.88140442
878,SK,2005,Father_Occ,23.69530959,25.41051842,20.06912541
879,SK,2019,Father_Occ,21.80397956,24.12992973,21.35439591
880,SK,2011,Father_Occ,24.04756712,24.95683407,21.35666079
881,SK,2019,Father_Edu,20.64752817,20.18319162,21.58523106
882,SK,2011,Mother_Edu,20.70527257,20.78042732,22.36952336
883,SK,2019,Mother_Edu,22.6268392,21.60476553,25.18981074
884,SK,2019,Mother_Occ,30.18825212,29.96586476,28.26169392
885,SK,2011,Mother_Occ,30.70894583,30.92909573,32.25594289
886,SK,2005,Mother_Occ,38.12562397,36.70394729,35.92233975
887,SRL,2018,Birth_Area,0,0.019566423,0
888,SRL,2011,Birth_Area,0.018596443,0,0.021415206
889,SRL,2011,Sex,1.624690119,2.549363792,2.153630745
890,SRL,2018,Sex,8.960207387,8.468626448,4.50869211
891,SRL,2018,Mother_Edu,8.893320039,8.930955314,11.38520271
892,SRL,2011,Ethnicity,7.494232459,9.201624778,13.55144958
893,SRL,2011,Father_Edu,17.40334374,16.61026529,15.55365198
894,SRL,2018,Father_Edu,13.19640606,14.25929549,16.064174
895,SRL,2011,Mother_Edu,15.35922452,13.94354259,16.94045884
896,SRL,2018,Ethnicity,18.04573874,16.92924469,17.46260811
897,SRL,2018,Father_Occ,22.67211361,23.22847549,23.6872171
898,SRL,2011,Mother_Occ,29.62912347,26.5789596,24.48988865
899,SRL,2018,Mother_Occ,28.2795029,28.16383614,26.93621064
900,SRL,2011,Father_Occ,28.47078925,31.12693394,27.28950499
901,TGO,2018,Sex,6.467304565,6.92740705,5.406635511
902,TGO,2018,Mother_Occ,8.698723572,8.910472281,7.552323851
903,TGO,2018,Mother_Edu,13.23067634,13.72913546,16.68599719
904,TGO,2018,Father_Occ,14.53398301,14.6928681,18.54172765
905,TGO,2018,Father_Edu,24.75309219,24.29312781,25.62636528
906,TGO,2018,Ethnicity,32.31622033,31.4469893,26.18695052
907,TIM,2007,Sex,2.229171955,2.761540406,3.64782762
908,TIM,2007,Mother_Edu,4.450525461,3.440814207,3.794747408
909,TIM,2014,Sex,2.592443583,2.689924999,4.925734605
910,TIM,2014,Mother_Edu,7.309938547,6.238336096,8.436589281
911,TIM,2007,Father_Edu,9.115367823,9.705228158,10.55305765
912,TIM,2014,Father_Edu,14.54343083,14.02941263,14.03901695
913,TIM,2007,Birth_Area,27.9228275,30.15891708,22.08626099
914,TIM,2014,Birth_Area,27.75241672,28.68589325,25.76676555
915,TIM,2014,Ethnicity,47.80177032,48.35643302,46.83189361
916,TIM,2007,Ethnicity,56.28210726,53.93350015,59.91810634
917,TJK,2016,Ethnicity,1.496728466,2.491566427,5.395382886
918,TJK,2016,Sex,3.7932027,6.157097353,7.184914563
919,TJK,2016,Mother_Edu,11.85725877,14.193069,12.21729455
920,TJK,2016,Birth_Area,7.54147099,6.312177508,12.65112042
921,TJK,2016,Father_Occ,25.96605737,20.93200662,19.13681704
922,TJK,2016,Mother_Occ,19.41978599,18.21105482,21.03480518
923,TJK,2016,Father_Edu,29.92549571,31.70302827,22.37966535
924,TZN,2013,Sex,1.51611387,1.639341769,2.443364201
925,TZN,2011,Sex,2.831874007,3.497218538,3.295826376
926,TZN,2009,Sex,3.723641411,3.672488536,5.585688294
927,TZN,2013,Ethnicity,9.974355455,13.36769745,15.34115987
928,TZN,2009,Mother_Edu,17.18349063,16.59915808,16.71137724
929,TZN,2009,Ethnicity,16.3691937,17.16307319,16.87499031
930,TZN,2011,Ethnicity,12.82044325,14.23959515,17.13146021
931,TZN,2009,Father_Edu,18.23728665,17.42334171,18.47021777
932,TZN,2011,Father_Edu,20.32277473,19.49401849,20.1738509
933,TZN,2013,Mother_Edu,23.97585141,22.24655827,20.38302545
934,TZN,2011,Mother_Edu,22.76539428,20.89519805,20.64469707
935,TZN,2013,Father_Edu,30.90491938,27.11960747,24.64320644
936,TZN,2013,Birth_Area,33.62875989,35.62679504,37.18924404
937,TZN,2011,Birth_Area,41.25951374,41.87396977,38.75416544
938,TZN,2009,Birth_Area,44.48638761,45.14193848,42.35772639
939,UGA,2010,Sex,1.003014105,1.335102221,1.305705219
940,UGA,2011,Sex,0.587078837,1.023982845,1.464552414
941,UGA,2014,Sex,0.751077006,2.354146667,3.411689511
942,UGA,2012,Father_Occ,9.443313707,9.429909101,7.649673493
943,UGA,2010,Mother_Occ,5.595903698,7.462786318,8.650323337
944,UGA,2010,Father_Occ,8.226440769,9.093540957,9.55018164
945,UGA,2012,Sex,1.191032703,3.146285459,10.95107595
946,UGA,2011,Father_Occ,5.966453142,5.856994824,12.00930691
947,UGA,2014,Mother_Occ,9.762688726,12.1130533,12.12582238
948,UGA,2011,Mother_Occ,4.579171629,5.433625174,13.16106695
949,UGA,2012,Mother_Occ,6.558143853,8.900390255,13.60668304
950,UGA,2010,Ethnicity,15.11929192,15.78334124,14.24592109
951,UGA,2014,Father_Occ,13.30824088,14.58943696,14.83654562
952,UGA,2011,Ethnicity,15.77693338,14.93469992,15.31362818
953,UGA,2012,Ethnicity,17.71645136,17.16088426,15.33886312
954,UGA,2014,Ethnicity,18.13413131,16.16976074,15.83200895
955,UGA,2012,Father_Edu,32.0032563,31.91680944,22.5029668
956,UGA,2014,Father_Edu,23.24563566,25.61911942,25.04387349
957,UGA,2011,Mother_Edu,36.24665258,37.50525074,27.66988875
958,UGA,2014,Mother_Edu,34.79822642,29.15448292,28.75006005
959,UGA,2012,Mother_Edu,33.08780208,29.44572149,29.9507376
960,UGA,2011,Father_Edu,36.84371044,35.2454465,30.3815568
961,UGA,2010,Mother_Edu,32.61869361,32.09706473,32.95917157
962,UGA,2010,Father_Edu,37.4366559,34.22816454,33.28869714
963,UK,2011,Sex,4.027998101,6.887809649,7.999498448
964,UK,2005,Sex,5.541077838,7.313866313,10.41718628
965,UK,2011,Father_Edu,22.32998596,22.11347591,14.0665162
966,UK,2011,Birth_Area,8.495543232,6.125820791,15.27716827
967,UK,2005,Father_Occ,29.79928643,30.15111256,15.76228917
968,UK,2005,Mother_Occ,28.26635729,27.63250672,17.65220624
969,UK,2005,Father_Edu,18.64209082,18.85983468,17.67539541
970,UK,2005,Birth_Area,1.068717556,0,19.05515082
971,UK,2005,Mother_Edu,16.68247006,16.49687301,19.43777207
972,UK,2011,Mother_Edu,13.69383924,13.49171309,19.81711353
973,UK,2011,Father_Occ,30.61736521,29.67692088,21.05528042
974,UK,2011,Mother_Occ,20.83526826,21.70425968,21.78442314
975,USA,1970,Ethnicity,7.392556216,5.738405822,0
976,USA,1972,Ethnicity,8.20072733,6.653219902,0
977,USA,1976,Ethnicity,10.19289506,8.037298715,0
978,USA,1974,Ethnicity,7.612309526,6.500613578,1.086293085
979,USA,1990,Ethnicity,11.09229764,9.217791999,2.591288181
980,USA,1982,Ethnicity,8.813332569,7.790214489,3.21398241
981,USA,1978,Ethnicity,9.755222428,7.564897161,3.73237913
982,USA,1986,Ethnicity,11.1510941,9.21078908,4.011264343
983,USA,2006,Sex,6.690541099,7.334827816,4.605089675
984,USA,2010,Sex,5.451304133,6.843463543,5.091028742
985,USA,1996,Ethnicity,11.622025,10.02707451,5.294800053
986,USA,1988,Ethnicity,8.951182923,7.903604526,5.637775361
987,USA,1998,Sex,6.10755671,8.805605094,5.643495028
988,USA,1984,Ethnicity,9.721097122,7.778043745,6.099316775
989,USA,2004,Sex,7.279544577,9.805457138,6.12070608
990,USA,1992,Ethnicity,11.27057424,8.834350153,6.384421418
991,USA,2014,Sex,4.862912542,6.123074907,6.387249859
992,USA,1996,Sex,5.186109445,5.56968133,6.887387802
993,USA,2008,Sex,7.360804734,7.987056747,7.104914617
994,USA,2000,Sex,5.224241435,5.992742993,7.368059193
995,USA,1976,Mother_Occ,5.001425073,5.930255196,7.967391418
996,USA,1994,Sex,6.547519388,6.892562409,8.080594873
997,USA,1972,Mother_Occ,6.512733478,6.931042698,8.126513417
998,USA,1980,Ethnicity,10.60943862,7.204725112,8.298316925
999,USA,1970,Mother_Occ,6.171929877,6.486295312,8.554162756
1000,USA,2012,Sex,5.777471486,6.863278502,8.635611479
1001,USA,1978,Mother_Occ,5.925301281,6.375292853,8.699329263
1002,USA,1970,Sex,3.444203671,3.570610197,8.751138558
1003,USA,1992,Sex,8.39674565,8.713973027,8.809582792
1004,USA,2002,Sex,2.910749697,5.306213905,8.841748366
1005,USA,2000,Ethnicity,10.78779089,8.236865786,9.102214333
1006,USA,1982,Sex,4.475823883,4.909951555,9.689488751
1007,USA,1984,Sex,5.77636624,6.51704184,9.808272564
1008,USA,1982,Mother_Occ,7.207735431,7.842393166,9.924034649
1009,USA,1974,Sex,7.893718161,7.986553065,10.09755821
1010,USA,1996,Mother_Occ,8.444800867,8.458568361,10.13093039
1011,USA,1976,Sex,6.244064165,6.32088686,10.34291032
1012,USA,1992,Mother_Occ,10.88531461,10.13997898,10.3466569
1013,USA,1998,Birth_Area,11.54613296,14.60452187,10.53301546
1014,USA,1986,Mother_Occ,6.521249672,7.172499448,10.5461752
1015,USA,1978,Birth_Area,8.596353299,10.90831138,10.55763393
1016,USA,1990,Sex,5.703407052,6.620931111,10.57860305
1017,USA,1974,Mother_Occ,4.836597087,6.264214115,10.61850465
1018,USA,1972,Sex,7.5542616,7.411889844,10.69764848
1019,USA,1986,Sex,4.513249731,5.170607845,10.9267595
1020,USA,2004,Birth_Area,13.41697066,14.59537741,11.1624871
1021,USA,2006,Father_Occ,15.41121261,15.55020017,11.32473081
1022,USA,2014,Ethnicity,14.05734145,11.72313319,11.44267913
1023,USA,1980,Birth_Area,11.05547688,12.45654174,11.48769152
1024,USA,1994,Ethnicity,14.77243077,12.5573771,11.59296945
1025,USA,1988,Sex,2.583615329,4.474411222,11.75529596
1026,USA,2004,Ethnicity,13.20145799,10.08148644,11.80944131
1027,USA,2014,Mother_Occ,6.713424577,8.585800102,12.04356216
1028,USA,2000,Birth_Area,9.686773226,12.04764034,12.10587061
1029,USA,1994,Birth_Area,10.81151411,12.29198191,12.12538823
1030,USA,2010,Ethnicity,11.8228452,9.924913019,12.16614534
1031,USA,1984,Mother_Occ,6.850209647,8.447951006,12.33753504
1032,USA,2008,Birth_Area,14.20507487,16.05462861,12.45146331
1033,USA,2012,Mother_Occ,8.60144535,9.956975435,12.46285056
1034,USA,2006,Birth_Area,13.08388906,14.37657555,12.50490928
1035,USA,1984,Birth_Area,15.38616897,15.3736099,12.63009898
1036,USA,1986,Birth_Area,13.94980904,14.77968754,12.75542063
1037,USA,1990,Mother_Occ,7.25021824,7.699212449,12.9981838
1038,USA,1978,Sex,7.649472424,7.640030065,13.2533228
1039,USA,1982,Birth_Area,12.09641925,13.2376683,13.3504443
1040,USA,2010,Mother_Occ,9.635882365,11.5057608,13.41187693
1041,USA,1972,Birth_Area,9.134511163,11.21592504,13.54102138
1042,USA,1976,Birth_Area,10.13766665,12.34608434,13.79716727
1043,USA,1988,Mother_Occ,6.14843708,7.5146451,13.969412
1044,USA,1996,Birth_Area,10.63423417,11.92346047,13.97482019
1045,USA,1974,Birth_Area,9.377509142,11.02597474,13.97694664
1046,USA,2012,Mother_Edu,19.71573477,19.02096469,13.99684517
1047,USA,2008,Ethnicity,12.9249242,10.25192836,14.22024634
1048,USA,1980,Father_Edu,24.65964384,25.40017831,14.27714454
1049,USA,2002,Mother_Occ,10.52922293,10.42324493,14.36428477
1050,USA,1994,Mother_Occ,6.474362615,6.910865526,14.39015464
1051,USA,2012,Birth_Area,15.14834296,15.23719501,14.39196499
1052,USA,1998,Father_Occ,16.48752594,16.15991646,14.39475415
1053,USA,2002,Birth_Area,11.5558257,13.65788465,14.44716049
1054,USA,1992,Birth_Area,11.58294692,13.3809016,14.4882177
1055,USA,1980,Sex,3.894084805,4.892531507,14.61707788
1056,USA,2008,Father_Occ,17.71288932,16.86469218,14.6624421
1057,USA,2002,Father_Occ,14.6536446,16.50067967,14.66565101
1058,USA,2014,Birth_Area,14.25111234,15.20996193,14.68744751
1059,USA,1990,Birth_Area,14.7347885,14.95065444,14.76114969
1060,USA,2010,Father_Occ,16.36718355,15.56621245,14.84127407
1061,USA,1988,Father_Occ,19.31541528,19.71527035,15.28968119
1062,USA,2002,Ethnicity,11.74493674,8.817449905,15.3361909
1063,USA,1980,Mother_Occ,5.18263978,5.705865941,15.44691516
1064,USA,1970,Birth_Area,10.56867577,13.46659722,15.80079884
1065,USA,2002,Father_Edu,24.2442758,22.63958024,15.87865014
1066,USA,2008,Mother_Edu,19.28535786,19.01384042,15.92470999
1067,USA,2004,Father_Edu,21.52212113,20.96840693,15.92912668
1068,USA,2012,Ethnicity,13.08711445,11.40690357,16.088656
1069,USA,1998,Mother_Edu,23.1234007,20.91908577,16.14047165
1070,USA,2010,Birth_Area,16.47132464,17.04274032,16.16686025
1071,USA,1998,Ethnicity,11.59686595,9.194453741,16.23115827
1072,USA,1980,Father_Occ,19.90190239,21.48455396,16.36673479
1073,USA,1994,Father_Occ,19.54852289,20.69311258,16.44831079
1074,USA,2002,Mother_Edu,24.36134453,22.6549467,16.46631432
1075,USA,2000,Father_Occ,18.07594325,17.56056086,16.57816544
1076,USA,1988,Mother_Edu,21.34761771,21.33461163,16.62635124
1077,USA,2006,Mother_Occ,7.143327782,8.21315334,16.65766226
1078,USA,1988,Birth_Area,20.1706338,18.3023157,16.65915296
1079,USA,2012,Father_Occ,15.13926266,15.4698038,16.75493649
1080,USA,2008,Mother_Occ,8.338557611,10.81401328,16.92970034
1081,USA,2006,Mother_Edu,19.33234529,20.41127763,16.98221133
1082,USA,1994,Mother_Edu,19.08868033,19.15565076,17.19528638
1083,USA,2014,Mother_Edu,18.49469491,18.56674578,17.24320336
1084,USA,2000,Mother_Edu,22.5677056,22.08268,17.25855167
1085,USA,2004,Father_Occ,13.59500287,14.10826688,17.26765262
1086,USA,2000,Mother_Occ,8.800112979,9.490187195,17.49917607
1087,USA,1984,Father_Occ,21.7634839,20.92004796,17.58481091
1088,USA,2012,Father_Edu,22.53062833,22.04487899,17.6691353
1089,USA,1990,Father_Occ,17.8383903,17.7631716,17.89131363
1090,USA,2006,Father_Edu,25.20951643,23.74285721,18.05174807
1091,USA,2010,Mother_Edu,19.96478474,19.35382743,18.07538493
1092,USA,2014,Father_Occ,19.85109117,18.66427945,18.22063976
1093,USA,1996,Father_Occ,17.56913685,17.3113234,18.36069012
1094,USA,1998,Mother_Occ,7.061336874,7.588339765,18.39252279
1095,USA,1992,Father_Occ,17.49720286,17.7329977,18.5956213
1096,USA,1998,Father_Edu,24.07718086,22.7280773,18.66458266
1097,USA,2004,Mother_Edu,22.28110054,20.79791824,18.69541362
1098,USA,2008,Father_Edu,20.1723914,19.01384042,18.70652329
1099,USA,1986,Father_Occ,20.51482439,19.88451113,18.90046465
1100,USA,2004,Mother_Occ,8.703802233,9.643086959,19.01517259
1101,USA,1978,Mother_Edu,21.41457647,21.43944005,19.34443255
1102,USA,1992,Mother_Edu,18.87164263,19.45531657,19.44955136
1103,USA,1980,Mother_Edu,24.69681369,22.85560343,19.50611919
1104,USA,1990,Mother_Edu,20.5328356,20.8003307,19.80718983
1105,USA,2006,Ethnicity,13.12916773,10.37110829,19.87364857
1106,USA,1982,Father_Occ,21.6461276,21.76366402,19.87693888
1107,USA,2014,Father_Edu,21.76942301,21.12700464,19.97521822
1108,USA,1988,Father_Edu,21.48309787,20.75514147,20.06233131
1109,USA,2000,Father_Edu,24.85743261,24.58932282,20.08796269
1110,USA,1994,Father_Edu,22.7569699,21.49844972,20.16729564
1111,USA,2010,Father_Edu,20.28667538,19.76308244,20.24742975
1112,USA,1986,Mother_Edu,19.42238919,20.09379979,20.45064947
1113,USA,1984,Father_Edu,20.20750672,20.72301642,20.6048258
1114,USA,1974,Mother_Edu,23.00024531,22.47446306,20.67166267
1115,USA,1996,Mother_Edu,21.00094625,20.79393875,20.81210791
1116,USA,1974,Father_Edu,24.18983635,23.52137497,20.92659391
1117,USA,1984,Mother_Edu,20.2951674,20.24028913,20.93513993
1118,USA,1982,Father_Edu,23.21577854,22.08717181,21.29441192
1119,USA,1990,Father_Edu,22.84806267,22.9479077,21.3722718
1120,USA,1976,Mother_Edu,22.79877828,22.53801956,21.52047267
1121,USA,1978,Father_Edu,22.77130131,23.19254113,21.68451991
1122,USA,1972,Mother_Edu,23.9673082,23.44012805,21.90981396
1123,USA,1992,Father_Edu,21.49557308,21.74248197,21.92594853
1124,USA,1986,Father_Edu,23.92738388,23.68810517,22.40926622
1125,USA,1972,Father_Occ,20.43568986,20.28790787,22.43412385
1126,USA,1976,Father_Edu,23.33725522,22.57353153,22.47297542
1127,USA,1974,Father_Occ,23.08978442,22.22680648,22.62244085
1128,USA,1982,Mother_Edu,22.54478272,22.36893666,22.65069908
1129,USA,1978,Father_Occ,23.88777279,22.87948737,22.72838241
1130,USA,1970,Mother_Edu,23.83364568,22.89650819,22.97486489
1131,USA,1970,Father_Occ,22.99913583,22.93986411,23.01633348
1132,USA,1972,Father_Edu,24.19476837,24.05988659,23.59365536
1133,USA,1970,Father_Edu,25.58985296,24.90171915,23.71093236
1134,USA,1976,Father_Occ,22.28791555,22.2539238,24.15993811
1135,USA,1996,Father_Edu,25.54274742,25.91595318,24.53926353
1136,UZB,2016,Sex,1.149509359,3.089609039,4.450342158
1137,UZB,2016,Father_Edu,16.8175213,16.15910073,11.47802679
1138,UZB,2016,Mother_Occ,19.56826507,14.37287792,14.28770626
1139,UZB,2016,Birth_Area,10.60869966,8.740086165,14.80362755
1140,UZB,2016,Mother_Edu,19.40546595,16.72503271,18.12225641
1141,UZB,2016,Ethnicity,8.149871557,9.084950966,18.23380696
1142,UZB,2016,Father_Occ,24.3006671,31.82834247,18.62423388
1143,ZAF,2008,Sex,2.075170472,4.635114425,0.781578089
1144,ZAF,2015,Sex,3.007955067,4.487405026,4.036536815
1145,ZAF,2017,Sex,3.341228645,4.397952733,5.253655266
1146,ZAF,2012,Sex,4.788232098,5.679327829,7.312606722
1147,ZAF,2015,Father_Occ,18.08911237,17.4084868,11.399883
1148,ZAF,2012,Father_Occ,15.74880393,15.0724547,12.13517369
1149,ZAF,2012,Mother_Occ,8.857662595,9.208299397,12.60155363
1150,ZAF,2017,Father_Occ,16.65586809,16.03704059,13.77814889
1151,ZAF,2015,Mother_Occ,12.03159501,12.18640834,13.83611206
1152,ZAF,2008,Father_Occ,19.53075399,18.9118852,14.57941859
1153,ZAF,2017,Mother_Occ,12.36163591,12.67303838,16.05754527
1154,ZAF,2017,Mother_Edu,22.44750229,23.17160356,16.07036888
1155,ZAF,2017,Father_Edu,23.64614379,22.99171039,16.42622401
1156,ZAF,2015,Mother_Edu,23.60513052,23.65318737,17.62710313
1157,ZAF,2015,Father_Edu,22.43322923,22.47968659,17.63881576
1158,ZAF,2008,Mother_Occ,10.99074447,10.65928075,17.75154671
1159,ZAF,2008,Father_Edu,22.46668843,22.59686271,18.65001074
1160,ZAF,2008,Mother_Edu,20.86972298,21.13696725,18.79669874
1161,ZAF,2012,Father_Edu,23.04868101,22.83768906,19.29956331
1162,ZAF,2012,Mother_Edu,21.66830151,22.03684079,19.59725263
1163,ZAF,2012,Ethnicity,25.88831886,25.16538823,29.05385001
1164,ZAF,2008,Ethnicity,24.06691966,22.05988967,29.44074713
1165,ZAF,2017,Ethnicity,21.54762127,20.72865436,32.41405768
1166,ZAF,2015,Ethnicity,20.83297781,19.78482588,35.46154923
1167,UGA,2015,Ethnicity,19.05770313,17.45857975,15.83200895
1168,UGA,2015,Father_Edu,26.89675106,26.88693628,25.04387349
1169,UGA,2015,Father_Occ,12.88033041,14.11877239,14.83654562
1170,UGA,2015,Mother_Edu,30.02349105,28.26417644,28.75006005
1171,UGA,2015,Mother_Occ,10.06436173,10.87651953,12.12582238
1172,UGA,2015,Sex,1.077362611,2.395015605,3.411689511
1173,NPL,2003,Birth_Area,41.41676015,42.13888493,37.5944569
1174,NPL,2003,Ethnicity,7.19376996,9.117956154,9.332264506
1175,NPL,2003,Father_Edu,38.12980629,36.51692641,38.03285699
1176,NPL,2003,Mother_Edu,12.34977602,11.21811307,13.89162543
1177,NPL,2003,Sex,0.90988758,1.00811944,1.148796182
1178,NPL,2011,Birth_Area,42.10757635,43.47664754,23.77338806
1179,NPL,2011,Ethnicity,8.186075526,8.651609092,9.609896261
1180,NPL,2011,Father_Edu,31.99474985,30.9046742,38.68092821
1181,NPL,2011,Mother_Edu,16.2897312,15.40820439,26.24469151
1182,NPL,2011,Sex,1.421867069,1.558864775,1.691095968
